-6.239639694650172430e+00,-2.722054853463852009e+00,3.833764872769962473e-01
-6.139639694650172785e+00,-2.722054853463852009e+00,3.833764872769962473e-01
-6.039639694650173141e+00,-2.722054853463852009e+00,2.191549816594829281e+00
-5.939639694650173496e+00,-2.722054853463852009e+00,2.191549816594829281e+00
-5.839639694650173851e+00,-2.722054853463852009e+00,2.191549816594829281e+00
-5.739639694650174206e+00,-2.722054853463852009e+00,2.191549816594829281e+00
-5.639639694650174562e+00,-2.722054853463852009e+00,2.191549816594829281e+00
-5.539639694650174917e+00,-2.722054853463852009e+00,2.191549816594829281e+00
-5.439639694650175272e+00,-2.722054853463852009e+00,5.627108144006214285e-01
-5.339639694650175628e+00,-2.722054853463852009e+00,5.627108144006214285e-01
-5.239639694650175983e+00,-2.722054853463852009e+00,5.627108144006214285e-01
-5.139639694650176338e+00,-2.722054853463852009e+00,2.213324508125682932e+00
-5.039639694650176693e+00,-2.722054853463852009e+00,2.213324508125682932e+00
-4.939639694650177049e+00,-2.722054853463852009e+00,2.213324508125682932e+00
-4.839639694650177404e+00,-2.722054853463852009e+00,2.060362511530699159e+00
-4.739639694650177759e+00,-2.722054853463852009e+00,2.060362511530699159e+00
-4.639639694650178114e+00,-2.722054853463852009e+00,2.060362511530699159e+00
-4.539639694650178470e+00,-2.722054853463852009e+00,2.168937645012886328e+00
-4.439639694650178825e+00,-2.722054853463852009e+00,2.168937645012886328e+00
-4.339639694650179180e+00,-2.722054853463852009e+00,2.168937645012886328e+00
-4.239639694650179536e+00,-2.722054853463852009e+00,2.209526542064711219e+00
-4.139639694650179891e+00,-2.722054853463852009e+00,2.209526542064711219e+00
-4.039639694650180246e+00,-2.722054853463852009e+00,2.188865259151576037e+00
-3.939639694650180601e+00,-2.722054853463852009e+00,2.188865259151576037e+00
-3.839639694650180957e+00,-2.722054853463852009e+00,2.188865259151576037e+00
-3.739639694650181312e+00,-2.722054853463852009e+00,2.169220367819447048e+00
-3.639639694650181667e+00,-2.722054853463852009e+00,2.169220367819447048e+00
-3.539639694650182022e+00,-2.722054853463852009e+00,1.649973085492392411e+00
-3.439639694650182378e+00,-2.722054853463852009e+00,1.649973085492392411e+00
-3.339639694650182733e+00,-2.722054853463852009e+00,6.186289625154273164e-01
-3.239639694650183088e+00,-2.722054853463852009e+00,6.186289625154273164e-01
-3.139639694650183444e+00,-2.722054853463852009e+00,1.696137344746316389e+00
-3.039639694650183799e+00,-2.722054853463852009e+00,1.696137344746316389e+00
-2.939639694650184154e+00,-2.722054853463852009e+00,1.691768436431266842e+00
-2.839639694650184509e+00,-2.722054853463852009e+00,2.186322567013776474e+00
-2.739639694650184865e+00,-2.722054853463852009e+00,2.186322567013776474e+00
-2.639639694650185220e+00,-2.722054853463852009e+00,1.537822926145589575e+00
-2.539639694650185575e+00,-2.722054853463852009e+00,1.537822926145589575e+00
-2.439639694650185930e+00,-2.722054853463852009e+00,3.992195107963842915e-01
-2.339639694650186286e+00,-2.722054853463852009e+00,2.046608513022142972e+00
-2.239639694650186641e+00,-2.722054853463852009e+00,2.046608513022142972e+00
-2.139639694650186996e+00,-2.722054853463852009e+00,2.215141174803143542e+00
-2.039639694650187351e+00,-2.722054853463852009e+00,2.199481710009666191e+00
-1.939639694650187707e+00,-2.722054853463852009e+00,7.601097068564334203e-01
-1.839639694650188062e+00,-2.722054853463852009e+00,7.601097068564334203e-01
-1.739639694650188417e+00,-2.722054853463852009e+00,5.658676459275451265e-01
-1.639639694650188773e+00,-2.722054853463852009e+00,1.247778451242405051e+00
-1.539639694650189128e+00,-2.722054853463852009e+00,2.183720780715920906e+00
-1.439639694650189483e+00,-2.722054853463852009e+00,1.655582530215078618e+00
